loan_id,borrower_id,disbursement_date,loan_amount_kes,loan_term_months,interest_rate,product_type,loan_officer_id,disbursement_channel
LN200336,BOR100258,2026-05-13,268000.0,9,0.167,Working Capital,LO009,Branch
LN200337,BOR100259,2026-01-15,45000.0,3,0.136,Asset Finance,LO004,Partner Referral
LN200339,BOR100260,2026-06-27,30000.0,3,0.152,Asset Finance,LO003,Partner Referral
LN200341,BOR100261,2025-03-25,22000.0,9,0.229,Invoice Discounting,LO010,Mobile App
LN200342,BOR100262,2026-01-07,211000.0,6,0.174,Invoice Discounting,LO001,Branch
LN200343,BOR100263,2025-02-11,20000.0,6,0.168,Working Capital,LO019,Mobile App
LN200344,BOR100264,2025-12-24,206000.0,18,0.159,Invoice Discounting,LO006,Mobile App
LN200345,BOR100265,2025-01-28,77000.0,9,0.236,Invoice Discounting,LO010,Mobile App
LN200346,BOR100266,2025-09-05,35000.0,12,0.199,Working Capital,LO015,Partner Referral
LN200347,BOR100267,2025-08-13,99000.0,3,0.186,Working Capital,LO013,Partner Referral
LN200348,BOR100268,2025-06-14,39000.0,6,0.177,Working Capital,LO015,Mobile App
LN200349,BOR100269,2025-06-02,198000.0,18,0.179,Working Capital,LO023,Branch
LN200350,BOR100270,2025-08-11,160000.0,9,0.212,Working Capital,LO018,Partner Referral
LN200351,BOR100271,2026-06-03,40000.0,3,0.23,Working Capital,LO023,Mobile App
LN200352,BOR100272,2026-06-19,79000.0,12,0.138,Working Capital,LO002,Partner Referral
LN200354,BOR100273,2025-08-24,84000.0,6,0.128,Working Capital,LO009,Mobile App
LN200355,BOR100274,2025-08-30,159000.0,3,0.151,Working Capital,LO014,Mobile App
LN200356,BOR100274,2026-01-14,367000.0,12,0.167,Asset Finance,LO017,Partner Referral
LN200357,BOR100275,2025-07-04,30000.0,6,0.182,Working Capital,LO006,Mobile App
LN200358,BOR100275,2025-12-12,24000.0,9,0.212,Asset Finance,LO024,Branch
LN200359,BOR100276,2025-04-03,191000.0,12,0.225,Asset Finance,LO015,Mobile App
LN200360,BOR100277,2025-03-30,96000.0,6,0.21,Working Capital,LO003,Mobile App
LN200361,BOR100278,2025-11-09,62000.0,18,0.198,Asset Finance,LO005,Branch
LN200362,BOR100278,2026-05-14,21000.0,6,0.163,Working Capital,LO003,Partner Referral
LN200364,BOR100279,2026-03-01,26000.0,3,0.198,Asset Finance,LO021,Branch
LN200365,BOR100279,2026-07-15,41000.0,6,0.158,Working Capital,LO007,Branch
LN200366,BOR100280,2025-08-30,78000.0,9,0.134,Working Capital,LO009,Mobile App
LN200367,BOR100280,2026-03-22,88000.0,12,0.12,Working Capital,LO015,Mobile App
LN200368,BOR100280,2026-06-03,33000.0,9,0.218,Asset Finance,LO010,Mobile App
LN200369,BOR100281,2025-07-24,29000.0,6,0.171,Working Capital,LO010,Branch
LN200370,BOR100282,2026-06-10,78000.0,12,0.215,Asset Finance,LO010,Mobile App
LN200372,BOR100283,2025-03-15,56000.0,18,0.133,Invoice Discounting,LO001,Partner Referral
LN200373,BOR100284,2026-06-21,20000.0,9,0.18,Working Capital,LO009,Branch
LN200375,BOR100285,2025-04-19,120000.0,9,0.222,Working Capital,LO019,Branch
LN200376,BOR100286,2025-12-26,35000.0,3,0.206,Working Capital,LO020,Partner Referral
LN200377,BOR100287,2025-10-24,26000.0,3,0.162,Working Capital,LO001,Mobile App
LN200378,BOR100288,2025-09-25,70000.0,12,0.166,Working Capital,LO023,Mobile App
LN200379,BOR100289,2025-04-10,42000.0,3,0.235,Working Capital,LO016,Partner Referral
LN200380,BOR100290,2025-10-21,342000.0,18,0.198,Working Capital,LO007,Branch
LN200381,BOR100291,2026-07-19,53000.0,3,0.121,Working Capital,LO008,Branch
LN200382,BOR100292,2026-05-27,179000.0,9,0.156,Working Capital,LO014,Partner Referral
LN200383,BOR100293,2025-07-05,20000.0,6,0.173,Invoice Discounting,LO003,Partner Referral
LN200384,BOR100293,2026-07-15,46000.0,12,0.198,Asset Finance,LO001,Partner Referral
LN200385,BOR100294,2025-05-05,94000.0,18,0.123,Working Capital,LO009,Mobile App
LN200386,BOR100295,2025-03-23,157000.0,3,0.187,Invoice Discounting,LO007,Mobile App
LN200387,BOR100296,2025-12-13,40000.0,6,0.229,Asset Finance,LO025,Partner Referral
LN200388,BOR100297,2025-05-07,234000.0,6,0.169,Invoice Discounting,LO016,Branch
LN200389,BOR100297,2026-08-01,204000.0,6,0.228,Invoice Discounting,LO001,Branch
LN200390,BOR100298,2026-07-24,57000.0,12,0.209,Working Capital,LO003,Mobile App
LN200391,BOR100299,2026-01-22,100000.0,6,0.207,Invoice Discounting,LO024,Mobile App
LN200392,BOR100300,2026-05-04,59000.0,3,0.127,Working Capital,LO005,Partner Referral
LN200394,BOR100301,2025-08-09,165000.0,9,0.189,Working Capital,LO021,Mobile App
LN200395,BOR100302,2026-02-08,53000.0,9,0.124,Invoice Discounting,LO013,Partner Referral
LN200396,BOR100303,2025-12-18,37000.0,6,0.166,Asset Finance,LO018,Mobile App
LN200397,BOR100304,2026-02-05,35000.0,6,0.146,Working Capital,LO021,Branch
LN200398,BOR100304,2026-07-16,89000.0,3,0.171,Asset Finance,LO005,Branch
LN200399,BOR100305,2026-07-28,79000.0,6,0.164,Working Capital,LO011,Branch
LN200401,BOR100306,2025-05-27,133000.0,6,0.183,Invoice Discounting,LO005,Mobile App
LN200402,BOR100306,2026-07-23,225000.0,18,0.2,Invoice Discounting,LO015,Partner Referral
LN200404,BOR100307,2026-02-06,98000.0,9,0.164,Working Capital,LO021,Mobile App
LN200405,BOR100308,2025-10-23,103000.0,3,0.158,Working Capital,LO011,Partner Referral
LN200406,BOR100309,2025-05-19,78000.0,6,0.197,Working Capital,LO015,Mobile App
LN200407,BOR100310,2025-04-23,208000.0,6,0.172,Working Capital,LO005,Branch
LN200408,BOR100311,2025-06-01,88000.0,3,0.22,Working Capital,LO006,Branch
LN200409,BOR100312,2025-09-03,70000.0,3,0.223,Invoice Discounting,LO005,Mobile App
LN200410,BOR100313,2025-08-04,127000.0,3,0.173,Asset Finance,LO007,Mobile App
LN200411,BOR100314,2025-02-10,299000.0,9,0.131,Working Capital,LO021,Mobile App
LN200412,BOR100315,2026-03-29,53000.0,12,0.19,Invoice Discounting,LO012,Branch
LN200413,BOR100316,2025-01-03,120000.0,12,0.228,Invoice Discounting,LO008,Partner Referral
LN200414,BOR100317,2025-01-27,21000.0,3,0.188,Working Capital,LO023,Mobile App
LN200415,BOR100318,2026-03-09,43000.0,9,0.207,Working Capital,LO007,Mobile App
LN200416,BOR100318,2026-08-01,56000.0,3,0.131,Asset Finance,LO017,Branch
LN200417,BOR100319,2026-07-05,186000.0,12,0.205,Working Capital,LO002,Mobile App
LN200418,BOR100320,2026-03-18,220000.0,6,0.203,Working Capital,LO023,Branch
LN200419,BOR100321,2026-05-05,66000.0,6,0.169,Asset Finance,LO022,Branch
LN200420,BOR100322,2026-01-02,47000.0,6,0.143,Invoice Discounting,LO017,Mobile App
LN200421,BOR100323,2026-04-10,137000.0,9,0.161,Working Capital,LO008,Mobile App
LN200422,BOR100324,2026-07-01,57000.0,9,0.186,Asset Finance,LO014,Branch
LN200423,BOR100325,2025-07-04,68000.0,6,0.189,Invoice Discounting,LO024,Mobile App
LN200424,BOR100326,2025-07-03,45000.0,12,0.217,Working Capital,LO015,Partner Referral
LN200425,BOR100326,2026-02-16,91000.0,9,0.161,Working Capital,LO018,Mobile App
LN200426,BOR100326,2026-07-15,119000.0,6,0.152,Asset Finance,LO018,Branch
LN200427,BOR100327,2025-02-10,83000.0,6,0.146,Working Capital,LO002,Branch
LN200428,BOR100328,2026-02-11,40000.0,6,0.215,Asset Finance,LO008,Mobile App
LN200429,BOR100328,2026-07-13,24000.0,9,0.135,Asset Finance,LO022,Mobile App
LN200430,BOR100329,2026-03-10,62000.0,3,0.203,Working Capital,LO012,Mobile App
LN200432,BOR100330,2025-01-26,20000.0,6,0.198,Working Capital,LO002,Partner Referral
LN200433,BOR100331,2026-03-26,102000.0,3,0.205,Working Capital,LO003,Mobile App
LN200434,BOR100331,2026-07-20,156000.0,9,0.184,Working Capital,LO008,Partner Referral
LN200435,BOR100332,2026-02-07,160000.0,9,0.129,Working Capital,LO004,Partner Referral
LN200436,BOR100333,2025-07-26,140000.0,18,0.235,Asset Finance,LO009,Mobile App
LN200437,BOR100334,2026-07-06,312000.0,6,0.137,Working Capital,LO021,Mobile App
LN200438,BOR100335,2026-06-17,46000.0,12,0.232,Invoice Discounting,LO023,Mobile App
LN200440,BOR100336,2026-01-12,186000.0,9,0.143,Invoice Discounting,LO008,Mobile App
LN200441,BOR100337,2025-04-17,131000.0,6,0.128,Asset Finance,LO020,Branch
LN200442,BOR100338,2025-04-09,59000.0,3,0.195,Working Capital,LO025,Mobile App
LN200443,BOR100339,2025-04-07,47000.0,9,0.232,Working Capital,LO001,Mobile App
LN200444,BOR100340,2025-08-28,692000.0,9,0.127,Asset Finance,LO016,Branch
LN200445,BOR100340,2026-05-13,723000.0,3,0.137,Working Capital,LO009,Mobile App
LN200446,BOR100341,2026-06-02,73000.0,12,0.222,Working Capital,LO018,Mobile App
LN200447,BOR100342,2025-08-11,24000.0,6,0.214,Working Capital,LO016,Partner Referral
LN200448,BOR100343,2025-10-23,117000.0,6,0.228,Invoice Discounting,LO024,Partner Referral
LN200449,BOR100343,2026-07-28,209000.0,3,0.234,Asset Finance,LO022,Partner Referral
LN200450,BOR100344,2026-01-21,172000.0,3,0.127,Invoice Discounting,LO003,Mobile App
LN200451,BOR100345,2025-07-16,40000.0,18,0.228,Working Capital,LO024,Mobile App
LN200452,BOR100346,2025-06-10,303000.0,6,0.221,Asset Finance,LO004,Partner Referral
LN200453,BOR100346,2026-04-11,81000.0,6,0.149,Asset Finance,LO018,Branch
LN200454,BOR100347,2025-06-21,65000.0,3,0.234,Asset Finance,LO009,Mobile App
LN200455,BOR100347,2026-01-11,119000.0,6,0.235,Working Capital,LO022,Branch
LN200456,BOR100348,2025-12-09,20000.0,6,0.224,Asset Finance,LO020,Mobile App
LN200457,BOR100349,2025-09-06,201000.0,3,0.221,Invoice Discounting,LO023,Partner Referral
LN200458,BOR100350,2025-09-22,163000.0,18,0.203,Asset Finance,LO023,Branch
LN200459,BOR100351,2025-08-16,45000.0,18,0.189,Asset Finance,LO010,Branch
LN200460,BOR100351,2026-04-21,43000.0,3,0.211,Asset Finance,LO023,Partner Referral
LN200461,BOR100352,2025-01-22,550000.0,3,0.171,Working Capital,LO004,Branch
LN200462,BOR100353,2025-08-03,60000.0,6,0.149,Invoice Discounting,LO012,Partner Referral
LN200463,BOR100354,2025-12-15,108000.0,3,0.135,Asset Finance,LO006,Partner Referral
LN200464,BOR100354,2026-08-01,49000.0,6,0.161,Working Capital,LO019,Mobile App
LN200466,BOR100355,2025-09-12,311000.0,3,0.174,Invoice Discounting,LO002,Partner Referral
LN200467,BOR100355,2026-04-25,386000.0,9,0.204,Working Capital,LO013,Mobile App
LN200468,BOR100355,2026-07-31,223000.0,9,0.151,Asset Finance,LO021,Partner Referral
LN200469,BOR100356,2026-06-22,87000.0,9,0.168,Invoice Discounting,LO004,Branch
LN200471,BOR100357,2025-08-06,151000.0,3,0.163,Asset Finance,LO011,Branch
LN200472,BOR100358,2025-08-31,94000.0,9,0.216,Working Capital,LO005,Mobile App
LN200473,BOR100359,2026-04-22,199000.0,3,0.159,Asset Finance,LO005,Mobile App
LN200474,BOR100360,2025-06-13,152000.0,9,0.151,Working Capital,LO025,Partner Referral
LN200475,BOR100361,2025-04-30,109000.0,6,0.226,Working Capital,LO006,Partner Referral
LN200476,BOR100362,2025-12-27,46000.0,3,0.167,Working Capital,LO015,Mobile App
LN200477,BOR100362,2026-06-22,70000.0,9,0.237,Working Capital,LO006,Mobile App
LN200478,BOR100363,2026-04-28,114000.0,9,0.129,Asset Finance,LO025,Partner Referral
LN200479,BOR100364,2025-05-19,65000.0,6,0.211,Working Capital,LO015,Branch
LN200480,BOR100365,2025-11-06,35000.0,6,0.195,Invoice Discounting,LO010,Partner Referral
LN200481,BOR100366,2026-07-23,53000.0,18,0.182,Working Capital,LO022,Branch
LN200482,BOR100367,2025-09-22,235000.0,3,0.151,Working Capital,LO012,Branch
LN200483,BOR100368,2026-07-29,24000.0,6,0.235,Working Capital,LO010,Mobile App
LN200484,BOR100369,2026-03-13,51000.0,3,0.222,Asset Finance,LO017,Branch
LN200485,BOR100369,2026-06-27,155000.0,6,0.159,Invoice Discounting,LO003,Mobile App
LN200487,BOR100370,2026-04-11,84000.0,18,0.148,Working Capital,LO018,Mobile App
LN200488,BOR100371,2025-06-26,379000.0,3,0.182,Invoice Discounting,LO016,Branch
LN200489,BOR100371,2026-03-25,400000.0,18,0.164,Working Capital,LO001,Mobile App
LN200490,BOR100372,2026-06-30,31000.0,6,0.167,Working Capital,LO004,Branch
LN200491,BOR100373,2025-03-21,209000.0,3,0.15,Asset Finance,LO017,Branch
LN200492,BOR100373,2026-03-04,243000.0,12,0.2,Working Capital,LO010,Partner Referral
LN200493,BOR100374,2026-07-20,74000.0,6,0.139,Asset Finance,LO005,Partner Referral
LN200495,BOR100375,2026-02-24,140000.0,6,0.231,Working Capital,LO020,Mobile App
LN200496,BOR100376,2025-07-05,83000.0,6,0.14,Working Capital,LO004,Partner Referral
LN200497,BOR100377,2025-08-20,112000.0,9,0.175,Working Capital,LO019,Branch
LN200498,BOR100378,2025-01-05,74000.0,6,0.161,Asset Finance,LO025,Mobile App
LN200499,BOR100379,2026-02-12,26000.0,12,0.203,Working Capital,LO011,Mobile App
LN200500,BOR100380,2026-01-21,50000.0,6,0.157,Invoice Discounting,LO025,Branch
LN200501,BOR100380,2026-05-31,110000.0,6,0.124,Invoice Discounting,LO023,Branch
LN200503,BOR100381,2025-02-06,236000.0,3,0.188,Invoice Discounting,LO017,Mobile App
LN200504,BOR100381,2025-12-08,208000.0,3,0.146,Asset Finance,LO005,Branch
LN200505,BOR100382,2025-08-02,90000.0,9,0.188,Working Capital,LO003,Branch
LN200506,BOR100382,2026-05-04,182000.0,6,0.137,Invoice Discounting,LO005,Mobile App
LN200507,BOR100383,2025-01-14,235000.0,12,0.183,Invoice Discounting,LO017,Branch
LN200508,BOR100383,2026-06-02,222000.0,3,0.228,Invoice Discounting,LO003,Mobile App
LN200509,BOR100384,2025-08-08,77000.0,3,0.16,Invoice Discounting,LO014,Mobile App
LN200510,BOR100385,2025-08-29,44000.0,6,0.189,Working Capital,LO014,Branch
LN200511,BOR100386,2025-09-03,53000.0,6,0.133,Working Capital,LO011,Mobile App
LN200512,BOR100386,2026-03-17,54000.0,18,0.172,Working Capital,LO015,Branch
LN200513,BOR100387,2025-11-24,70000.0,9,0.185,Working Capital,LO017,Branch
LN200514,BOR100388,2025-11-13,82000.0,6,0.191,Asset Finance,LO014,Partner Referral
LN200515,BOR100388,2026-07-31,207000.0,9,0.202,Working Capital,LO021,Branch
LN200517,BOR100389,2025-10-17,150000.0,3,0.233,Working Capital,LO024,Mobile App
LN200518,BOR100390,2026-05-11,54000.0,12,0.236,Working Capital,LO004,Branch
LN200519,BOR100391,2025-07-18,189000.0,18,0.121,Working Capital,LO006,Partner Referral
LN200520,BOR100391,2026-02-08,152000.0,12,0.216,Asset Finance,LO017,Partner Referral
LN200521,BOR100392,2026-02-18,37000.0,6,0.224,Working Capital,LO020,Mobile App
LN200522,BOR100393,2025-12-26,346000.0,12,0.131,Working Capital,LO018,Mobile App
LN200523,BOR100394,2025-10-19,1090000.0,18,0.199,Working Capital,LO005,Branch
LN200524,BOR100394,2026-07-15,1045000.0,9,0.198,Asset Finance,LO015,Mobile App
LN200526,BOR100395,2026-02-02,176000.0,6,0.17,Working Capital,LO014,Mobile App
LN200527,BOR100396,2025-08-13,107000.0,6,0.217,Asset Finance,LO006,Mobile App
LN200528,BOR100397,2025-11-29,100000.0,12,0.233,Asset Finance,LO021,Mobile App
LN200529,BOR100398,2025-03-09,24000.0,18,0.227,Working Capital,LO018,Branch
LN200530,BOR100398,2026-02-23,30000.0,12,0.121,Working Capital,LO023,Branch
LN200531,BOR100399,2025-01-11,47000.0,9,0.188,Asset Finance,LO016,Partner Referral
LN200532,BOR100400,2025-05-19,46000.0,6,0.235,Working Capital,LO015,Branch
LN200533,BOR100400,2026-04-06,23000.0,9,0.194,Working Capital,LO024,Mobile App
LN200534,BOR100401,2025-10-11,50000.0,12,0.203,Working Capital,LO011,Branch
LN200535,BOR100401,2026-05-17,22000.0,3,0.232,Asset Finance,LO001,Mobile App
LN200537,BOR100402,2025-05-24,198000.0,6,0.121,Working Capital,LO024,Mobile App
LN200538,BOR100403,2026-05-04,127000.0,9,0.209,Working Capital,LO009,Branch
LN200540,BOR100404,2025-12-18,176000.0,9,0.137,Asset Finance,LO009,Branch
LN200541,BOR100405,2026-01-27,54000.0,6,0.224,Invoice Discounting,LO005,Mobile App
LN200542,BOR100406,2025-05-23,109000.0,6,0.215,Invoice Discounting,LO009,Partner Referral
LN200543,BOR100407,2025-12-29,200000.0,18,0.123,Working Capital,LO016,Branch
LN200544,BOR100407,2026-04-14,202000.0,6,0.12,Asset Finance,LO004,Partner Referral
LN200545,BOR100408,2025-10-06,113000.0,6,0.183,Working Capital,LO004,Mobile App
LN200546,BOR100409,2025-07-26,172000.0,12,0.198,Working Capital,LO012,Mobile App
LN200547,BOR100409,2026-02-05,107000.0,3,0.239,Working Capital,LO012,Mobile App
LN200548,BOR100410,2026-01-18,50000.0,6,0.139,Asset Finance,LO005,Branch
LN200549,BOR100411,2026-02-26,85000.0,9,0.202,Working Capital,LO021,Branch
LN200550,BOR100412,2025-04-13,45000.0,3,0.161,Asset Finance,LO021,Mobile App
LN200551,BOR100412,2026-02-28,37000.0,12,0.182,Working Capital,LO023,Mobile App
LN200552,BOR100413,2025-09-24,21000.0,6,0.184,Working Capital,LO003,Mobile App
LN200553,BOR100414,2025-10-25,64000.0,6,0.166,Working Capital,LO025,Branch
LN200554,BOR100415,2025-08-29,161000.0,6,0.238,Asset Finance,LO012,Mobile App
LN200555,BOR100416,2025-06-23,43000.0,6,0.171,Working Capital,LO006,Mobile App
LN200556,BOR100417,2026-06-19,115000.0,3,0.175,Invoice Discounting,LO025,Branch
LN200557,BOR100418,2025-05-21,165000.0,6,0.142,Working Capital,LO023,Mobile App
LN200558,BOR100419,2025-01-21,27000.0,12,0.136,Asset Finance,LO020,Branch
LN200559,BOR100419,2026-05-07,20000.0,3,0.214,Invoice Discounting,LO020,Mobile App
LN200560,BOR100420,2025-05-29,20000.0,6,0.124,Working Capital,LO003,Mobile App
LN200561,BOR100420,2026-02-04,27000.0,3,0.153,Working Capital,LO004,Branch
LN200562,BOR100421,2026-02-09,70000.0,6,0.125,Working Capital,LO009,Mobile App
LN200563,BOR100422,2025-12-22,165000.0,12,0.12,Working Capital,LO018,Mobile App
LN200564,BOR100423,2025-12-04,61000.0,3,0.179,Working Capital,LO002,Branch
LN200565,BOR100424,2026-01-26,91000.0,18,0.135,Invoice Discounting,LO013,Mobile App
LN200566,BOR100424,2026-05-09,108000.0,6,0.212,Working Capital,LO002,Branch
LN200567,BOR100425,2025-06-08,77000.0,9,0.199,Asset Finance,LO017,Branch
LN200568,BOR100426,2025-04-09,246000.0,9,0.213,Working Capital,LO020,Branch
LN200569,BOR100427,2025-11-12,50000.0,12,0.149,Asset Finance,LO006,Mobile App
LN200570,BOR100428,2025-06-06,35000.0,9,0.152,Working Capital,LO004,Mobile App
LN200571,BOR100429,2026-01-20,69000.0,18,0.129,Asset Finance,LO024,Partner Referral
LN200572,BOR100430,2025-03-01,82000.0,9,0.174,Asset Finance,LO004,Partner Referral
LN200573,BOR100431,2026-04-07,178000.0,3,0.15,Asset Finance,LO012,Mobile App
LN200574,BOR100432,2026-02-24,215000.0,6,0.226,Asset Finance,LO006,Mobile App
LN200575,BOR100433,2026-05-10,105000.0,9,0.192,Asset Finance,LO009,Mobile App
LN200577,BOR100434,2026-07-04,237000.0,3,0.186,Working Capital,LO008,Mobile App
LN200578,BOR100435,2025-06-01,171000.0,12,0.19,Invoice Discounting,LO023,Partner Referral
LN200579,BOR100435,2026-07-19,144000.0,12,0.213,Working Capital,LO019,Mobile App
LN200580,BOR100436,2026-06-03,253000.0,9,0.225,Asset Finance,LO002,Partner Referral
LN200581,BOR100437,2026-02-21,194000.0,3,0.131,Invoice Discounting,LO015,Mobile App
LN200582,BOR100438,2025-11-25,33000.0,9,0.203,Asset Finance,LO001,Mobile App
LN200583,BOR100439,2025-04-14,31000.0,12,0.217,Asset Finance,LO006,Branch
LN200584,BOR100440,2025-12-08,157000.0,3,0.192,Working Capital,LO010,Mobile App
LN200585,BOR100440,2026-06-07,183000.0,6,0.146,Invoice Discounting,LO023,Mobile App
LN200587,BOR100441,2026-05-09,57000.0,6,0.169,Working Capital,LO012,Branch
LN200588,BOR100442,2025-08-22,40000.0,3,0.123,Invoice Discounting,LO021,Partner Referral
LN200589,BOR100443,2025-06-25,77000.0,6,0.232,Working Capital,LO021,Mobile App
LN200590,BOR100444,2026-01-02,190000.0,3,0.213,Working Capital,LO014,Branch
LN200591,BOR100445,2025-01-21,70000.0,3,0.134,Asset Finance,LO015,Mobile App
LN200592,BOR100445,2026-07-12,122000.0,3,0.214,Working Capital,LO008,Mobile App
LN200593,BOR100446,2026-02-18,64000.0,12,0.148,Working Capital,LO006,Mobile App
LN200594,BOR100446,2026-07-04,63000.0,6,0.152,Asset Finance,LO018,Mobile App
LN200595,BOR100447,2025-11-06,345000.0,6,0.121,Asset Finance,LO002,Mobile App
LN200596,BOR100447,2026-06-06,223000.0,18,0.162,Asset Finance,LO012,Branch
LN200597,BOR100448,2025-01-09,75000.0,12,0.146,Invoice Discounting,LO004,Mobile App
LN200598,BOR100449,2025-06-24,26000.0,3,0.212,Working Capital,LO024,Branch
LN200599,BOR100450,2026-06-30,65000.0,6,0.155,Asset Finance,LO002,Branch
LN200600,BOR100451,2025-04-12,158000.0,6,0.198,Working Capital,LO025,Mobile App
LN200601,BOR100452,2025-08-27,150000.0,9,0.164,Working Capital,LO007,Mobile App
LN200602,BOR100453,2025-08-30,273000.0,6,0.167,Invoice Discounting,LO008,Partner Referral
LN200603,BOR100454,2025-03-17,173000.0,3,0.206,Working Capital,LO008,Branch
LN200604,BOR100455,2026-05-10,156000.0,12,0.21,Asset Finance,LO015,Mobile App
LN200605,BOR100456,2025-02-10,49000.0,12,0.137,Working Capital,LO001,Mobile App
LN200606,BOR100456,2025-11-05,79000.0,12,0.237,Invoice Discounting,LO020,Partner Referral
LN200607,BOR100456,2026-05-12,31000.0,3,0.205,Working Capital,LO007,Mobile App
LN200608,BOR100457,2026-05-15,127000.0,6,0.227,Working Capital,LO018,Mobile App
LN200609,BOR100458,2025-03-30,135000.0,6,0.218,Asset Finance,LO022,Mobile App
LN200610,BOR100458,2026-07-30,136000.0,6,0.183,Invoice Discounting,LO006,Partner Referral
LN200612,BOR100459,2025-12-31,100000.0,12,0.227,Working Capital,LO002,Mobile App
LN200613,BOR100460,2025-11-16,72000.0,6,0.133,Asset Finance,LO023,Mobile App
LN200614,BOR100461,2026-02-12,103000.0,3,0.169,Working Capital,LO016,Partner Referral
LN200615,BOR100462,2025-10-01,139000.0,12,0.22,Asset Finance,LO003,Partner Referral
LN200616,BOR100463,2025-04-28,81000.0,12,0.23,Working Capital,LO025,Mobile App
LN200617,BOR100464,2025-07-02,116000.0,6,0.201,Asset Finance,LO005,Mobile App
LN200618,BOR100464,2026-02-10,127000.0,9,0.209,Working Capital,LO015,Partner Referral
LN200619,BOR100465,2025-03-15,93000.0,6,0.163,Working Capital,LO022,Mobile App
LN200620,BOR100466,2025-03-09,159000.0,6,0.183,Working Capital,LO019,Branch
LN200621,BOR100467,2025-09-03,301000.0,3,0.192,Working Capital,LO021,Mobile App
LN200622,BOR100468,2025-09-24,70000.0,6,0.178,Invoice Discounting,LO007,Branch
LN200623,BOR100469,2026-02-19,185000.0,6,0.166,Working Capital,LO018,Mobile App
LN200625,BOR100470,2026-04-03,118000.0,12,0.188,Working Capital,LO012,Branch
LN200626,BOR100471,2025-12-14,86000.0,12,0.223,Invoice Discounting,LO016,Partner Referral
LN200627,BOR100471,2026-06-28,126000.0,6,0.131,Asset Finance,LO002,Mobile App
LN200628,BOR100472,2026-03-01,505000.0,9,0.195,Working Capital,LO019,Mobile App
LN200629,BOR100473,2025-07-02,93000.0,3,0.126,Invoice Discounting,LO025,Mobile App
LN200630,BOR100474,2026-02-20,100000.0,3,0.162,Working Capital,LO018,Partner Referral
LN200631,BOR100475,2025-10-29,29000.0,6,0.148,Invoice Discounting,LO006,Mobile App
LN200632,BOR100476,2025-08-24,76000.0,9,0.168,Asset Finance,LO024,Mobile App
LN200633,BOR100476,2026-07-16,94000.0,3,0.123,Working Capital,LO005,Mobile App
LN200634,BOR100477,2026-07-11,158000.0,6,0.124,Working Capital,LO025,Mobile App
LN200636,BOR100478,2025-02-27,287000.0,12,0.21,Invoice Discounting,LO020,Branch
LN200637,BOR100479,2025-12-18,127000.0,6,0.151,Working Capital,LO018,Mobile App
LN200638,BOR100480,2025-10-09,238000.0,6,0.14,Working Capital,LO014,Mobile App
LN200639,BOR100481,2026-07-11,107000.0,12,0.17,Working Capital,LO007,Branch
LN200640,BOR100482,2025-05-22,40000.0,3,0.121,Working Capital,LO020,Partner Referral
LN200641,BOR100482,2026-07-24,125000.0,3,0.159,Asset Finance,LO025,Mobile App
LN200642,BOR100483,2025-08-08,882000.0,18,0.214,Invoice Discounting,LO002,Mobile App
LN200643,BOR100484,2026-01-06,67000.0,12,0.157,Asset Finance,LO020,Mobile App
LN200644,BOR100485,2025-03-05,59000.0,6,0.123,Invoice Discounting,LO020,Mobile App
LN200645,BOR100486,2025-04-20,70000.0,6,0.219,Working Capital,LO015,Mobile App
LN200646,BOR100487,2025-12-03,32000.0,12,0.185,Asset Finance,LO018,Partner Referral
LN200647,BOR100488,2025-12-16,239000.0,3,0.222,Invoice Discounting,LO011,Mobile App
LN200648,BOR100489,2025-05-05,112000.0,12,0.128,Invoice Discounting,LO012,Branch
LN200649,BOR100489,2026-07-15,33000.0,9,0.223,Asset Finance,LO005,Mobile App
LN200650,BOR100490,2025-01-27,105000.0,18,0.141,Invoice Discounting,LO005,Mobile App
LN200651,BOR100490,2026-02-23,51000.0,6,0.169,Asset Finance,LO022,Partner Referral
LN200652,BOR100491,2025-02-18,47000.0,6,0.232,Working Capital,LO003,Branch
LN200653,BOR100491,2025-08-23,64000.0,6,0.188,Asset Finance,LO011,Mobile App
LN200654,BOR100492,2025-01-08,194000.0,6,0.147,Invoice Discounting,LO017,Mobile App
LN200655,BOR100492,2026-06-26,245000.0,18,0.16,Working Capital,LO015,Branch
LN200656,BOR100493,2025-03-15,67000.0,3,0.176,Working Capital,LO019,Branch
LN200657,BOR100494,2026-07-09,54000.0,9,0.126,Working Capital,LO002,Mobile App
LN200658,BOR100495,2025-08-05,123000.0,6,0.189,Invoice Discounting,LO017,Mobile App
LN200659,BOR100496,2026-05-05,175000.0,3,0.189,Invoice Discounting,LO001,Mobile App
LN200660,BOR100497,2026-07-19,126000.0,12,0.162,Working Capital,LO018,Branch
LN200662,BOR100498,2026-02-01,63000.0,9,0.128,Invoice Discounting,LO019,Mobile App
LN200663,BOR100499,2025-06-11,111000.0,12,0.204,Working Capital,LO011,Branch
LN200664,BOR100500,2026-04-17,73000.0,3,0.236,Invoice Discounting,LO014,Mobile App
LN200666,BOR100501,2025-01-13,66000.0,3,0.17,Working Capital,LO005,Mobile App
LN200667,BOR100501,2026-07-02,102000.0,6,0.218,Working Capital,LO007,Mobile App
LN200669,BOR100502,2025-08-28,67000.0,3,0.2,Asset Finance,LO022,Branch
