borrower_id,sector,region,registration_date,business_age_months,monthly_revenue_kes,num_employees,gender_of_owner,bureau_score
BOR100350,Services,Rural - Other,2017-05-04,75,113300.0,24,Female,767
BOR100351,Retail & Trade,Nakuru,2020-08-11,116,30200.0,3,Male,568
BOR100352,Agriculture,Nairobi,2015-09-02,125,253700.0,8,Female,670
BOR100353,Manufacturing,Rural - Other,2017-07-30,90,116000.0,21,Female,382
BOR100354,Construction,Rural - Other,2026-07-08,95,72600.0,13,Female,715
BOR100355,Construction,Nairobi,2020-11-27,125,222600.0,5,Male,732
BOR100356,Retail & Trade,Rural - Other,2022-04-07,91,81800.0,6,Male,603
BOR100357,Construction,Kisumu,2025-05-15,137,71700.0,19,Male,650
BOR100358,Retail & Trade,Nakuru,2023-04-30,21,46100.0,21,Male,650
BOR100359,Transport & Logistics,Rural - Other,2024-03-30,52,109900.0,9,Female,542
BOR100360,Construction,Mombasa,2023-04-23,18,102100.0,12,Female,649
BOR100361,Construction,Rural - Other,2020-10-26,15,73900.0,19,Female,527
BOR100362,Agriculture,Mombasa,2022-05-19,70,42100.0,5,Female,545
BOR100363,Construction,Rural - Other,2018-05-14,35,80100.0,5,Female,701
BOR100364,Retail & Trade,Nakuru,2025-05-22,60,69600.0,19,Female,688
BOR100365,Services,Nairobi,2017-02-05,65,28800.0,5,Female,536
BOR100366,Manufacturing,Mombasa,2025-04-25,91,26100.0,19,Male,534
BOR100367,Agriculture,Mombasa,2025-03-31,137,108600.0,12,Female,542
BOR100368,Retail & Trade,Nairobi,2016-08-29,123,15000.0,24,Male,666
BOR100369,Transport & Logistics,Nairobi,2023-04-15,56,84400.0,1,Male,510
BOR100370,Manufacturing,Mombasa,2026-07-18,49,52300.0,23,Female,632
BOR100371,Services,Nairobi,2021-09-03,112,182700.0,6,Female,667
BOR100372,Manufacturing,Nairobi,2018-12-21,20,51800.0,1,Male,592
BOR100373,Manufacturing,Eldoret,2025-04-05,79,116000.0,18,Male,691
BOR100374,Construction,Eldoret,2020-12-24,63,55400.0,13,Female,573
BOR100375,Retail & Trade,Eldoret,2016-06-02,28,79200.0,21,Female,581
BOR100376,Transport & Logistics,Mombasa,2017-11-28,90,122500.0,3,Male,512
BOR100377,Transport & Logistics,Rural - Other,2022-12-18,48,52900.0,2,Male,692
BOR100378,Manufacturing,Nakuru,2020-04-24,29,146900.0,14,Female,531
BOR100379,Agriculture,Nairobi,2017-07-12,95,36500.0,22,Female,631
BOR100380,Retail & Trade,Nairobi,2024-04-27,27,89900.0,10,Male,594
BOR100381,Construction,Eldoret,2016-05-28,98,139500.0,20,Female,505
BOR100382,Construction,Nairobi,2017-07-22,26,116100.0,22,Male,545
BOR100383,Agriculture,Kisumu,2020-06-06,64,279700.0,21,Female,724
BOR100384,Retail & Trade,Rural - Other,2015-06-18,117,42900.0,13,Female,618
BOR100385,Retail & Trade,Nairobi,2019-07-09,35,27900.0,17,Female,509
BOR100386,Retail & Trade,Nairobi,2025-08-13,112,36500.0,13,Female,627
BOR100387,Transport & Logistics,Rural - Other,2025-12-24,105,116100.0,17,Male,587
BOR100388,Construction,Nakuru,2025-03-04,131,103600.0,14,Female,850
BOR100389,Retail & Trade,Nairobi,2018-10-12,26,78600.0,13,Male,626
BOR100390,Transport & Logistics,Rural - Other,2015-10-04,104,33300.0,11,Female,566
BOR100391,Agriculture,Rural - Other,2024-07-04,136,125100.0,16,Male,728
BOR100392,Manufacturing,Kisumu,2019-05-10,111,31000.0,19,Male,434
BOR100393,Services,Nakuru,2023-09-26,29,164600.0,23,Male,608
BOR100394,Transport & Logistics,Nairobi,2016-05-22,119,540500.0,15,Female,779
BOR100395,Construction,Nairobi,2022-10-17,18,94500.0,3,Male,590
BOR100396,Retail & Trade,Nakuru,2021-11-03,86,110000.0,15,Male,444
BOR100397,Agriculture,Mombasa,2025-09-26,73,51800.0,8,Male,564
BOR100398,Agriculture,Eldoret,2016-03-10,78,20600.0,1,Female,731
BOR100399,Agriculture,Rural - Other,2019-10-05,76,48000.0,2,Female,634
BOR100400,Construction,Nairobi,2026-07-20,7,34000.0,15,Female,525
BOR100401,Transport & Logistics,Nakuru,2019-07-19,75,26600.0,23,Male,538
BOR100402,Agriculture,Nairobi,2022-09-04,136,244200.0,13,Male,550
BOR100403,Construction,Rural - Other,2016-11-16,65,88500.0,11,Female,633
BOR100404,Manufacturing,Nairobi,2023-07-01,42,95400.0,3,Male,720
BOR100405,Services,Nakuru,2018-03-21,144,58900.0,17,Male,695
BOR100406,Manufacturing,Nakuru,2021-09-04,17,64800.0,2,Female,641
BOR100407,Retail & Trade,Mombasa,2025-04-06,72,143700.0,21,Female,480
BOR100408,Construction,Eldoret,2022-09-17,75,71500.0,20,Male,480
BOR100409,Retail & Trade,Eldoret,2020-07-14,70,106000.0,24,Male,648
BOR100410,Agriculture,Nakuru,2017-03-20,133,63800.0,7,Female,479
BOR100411,Agriculture,Eldoret,2018-12-25,62,57600.0,4,Male,580
BOR100412,Agriculture,Rural - Other,2024-11-27,141,27300.0,8,Male,627
BOR100413,Retail & Trade,Mombasa,2017-07-09,12,18300.0,20,Male,498
BOR100414,Retail & Trade,Kisumu,2022-08-28,107,60900.0,6,Male,508
BOR100415,Transport & Logistics,Nairobi,2020-08-28,87,76100.0,22,Male,592
BOR100416,Construction,Rural - Other,2018-09-29,37,29700.0,4,Female,645
BOR100417,Retail & Trade,Kisumu,2023-05-12,35,71400.0,2,Female,696
BOR100418,Agriculture,Mombasa,2019-03-24,105,75900.0,6,Female,655
BOR100419,Services,Nairobi,2018-05-06,93,16200.0,19,Female,607
BOR100420,Construction,Rural - Other,2021-03-05,89,38500.0,15,Male,533
BOR100421,Transport & Logistics,Mombasa,2023-11-03,10,97300.0,9,Female,504
BOR100422,Transport & Logistics,Eldoret,2025-01-30,87,95900.0,16,Female,554
BOR100423,Services,Nairobi,2022-05-07,142,32600.0,16,Female,637
BOR100424,Manufacturing,Rural - Other,2022-09-21,5,81700.0,14,Female,630
BOR100425,Agriculture,Nairobi,2024-03-09,69,149600.0,13,Female,411
BOR100426,Construction,Nairobi,2018-02-21,73,126000.0,3,Male,529
BOR100427,Transport & Logistics,Rural - Other,2017-12-05,130,68400.0,7,Male,708
BOR100428,Retail & Trade,Rural - Other,2020-08-24,43,52700.0,13,Female,607
BOR100429,Transport & Logistics,Nairobi,2022-05-12,70,47100.0,4,Male,472
BOR100430,Retail & Trade,Kisumu,2022-07-15,104,101500.0,12,Male,812
BOR100431,Transport & Logistics,Eldoret,2016-10-17,11,83800.0,3,Female,597
BOR100432,Transport & Logistics,Rural - Other,2024-02-09,116,113600.0,19,Male,635
BOR100433,Retail & Trade,Mombasa,2019-03-31,119,80200.0,3,Female,636
BOR100434,Manufacturing,Kisumu,2025-03-27,105,129700.0,3,Female,567
BOR100435,Retail & Trade,Eldoret,2023-06-14,95,78100.0,16,Male,535
BOR100436,Services,Eldoret,2026-06-20,109,126700.0,6,Female,791
BOR100437,Construction,Rural - Other,2022-05-15,114,134500.0,9,Male,690
BOR100438,Retail & Trade,Nakuru,2021-02-25,131,41600.0,8,Male,674
BOR100439,Manufacturing,Nairobi,2017-03-11,63,20600.0,6,Male,652
BOR100440,Construction,Rural - Other,2019-08-26,67,215400.0,19,Male,510
BOR100441,Agriculture,Rural - Other,2025-01-05,93,87500.0,17,Male,715
BOR100442,Retail & Trade,Rural - Other,2019-06-16,30,22000.0,6,Male,524
BOR100443,Manufacturing,Nairobi,2015-08-16,124,44400.0,17,Female,625
BOR100444,Services,Nairobi,2017-11-10,112,125500.0,18,Female,452
BOR100445,Services,Eldoret,2021-12-11,92,60100.0,13,Male,416
BOR100446,Agriculture,Nairobi,2022-05-04,45,51100.0,14,Female,629
BOR100447,Construction,Rural - Other,2026-06-24,52,195000.0,23,Female,527
BOR100448,Services,Mombasa,2025-11-23,64,35100.0,11,Female,421
BOR100449,Agriculture,Eldoret,2021-03-14,97,41800.0,10,Male,649
BOR100450,Construction,Rural - Other,2021-06-20,113,84800.0,13,Female,791
BOR100451,Construction,Mombasa,2024-05-04,98,96100.0,21,Female,725
BOR100452,Manufacturing,Mombasa,2015-07-27,135,103500.0,18,Female,577
BOR100453,Retail & Trade,Nakuru,2021-12-11,139,138400.0,2,Female,601
BOR100454,Services,Nakuru,2020-07-12,103,84000.0,12,Male,680
BOR100455,Services,Mombasa,2024-02-19,55,103000.0,18,Female,701
BOR100456,Retail & Trade,Nakuru,2024-05-03,88,61000.0,6,Male,569
BOR100457,Services,Rural - Other,2022-08-25,63,76400.0,24,Male,603
BOR100458,Construction,Kisumu,2022-09-01,92,78800.0,20,Female,627
BOR100459,Retail & Trade,Nairobi,2023-01-23,118,85000.0,21,Male,650
BOR100460,Transport & Logistics,Mombasa,2021-10-07,55,125600.0,2,Male,588
BOR100461,Retail & Trade,Mombasa,2017-08-28,74,107900.0,14,Male,589
BOR100462,Transport & Logistics,Nairobi,2018-04-27,9,75400.0,13,Female,724
BOR100463,Manufacturing,Nairobi,2023-08-27,107,41500.0,16,Female,709
BOR100464,Retail & Trade,Eldoret,2022-03-19,72,76700.0,21,Male,643
BOR100465,Construction,Mombasa,2017-10-10,68,71700.0,9,Male,755
BOR100466,Retail & Trade,Rural - Other,2025-03-29,78,83700.0,13,Male,565
BOR100467,Services,Nairobi,2026-06-10,33,342700.0,17,Male,746
BOR100468,Agriculture,Nairobi,2022-04-21,87,50700.0,19,Female,649
BOR100469,Construction,Eldoret,2017-08-28,108,98300.0,19,Male,850
BOR100470,Transport & Logistics,Rural - Other,2025-12-12,52,154500.0,9,Female,493
BOR100471,Transport & Logistics,Nairobi,2017-10-05,21,78300.0,24,Male,538
BOR100472,Manufacturing,Nairobi,2020-01-17,57,375700.0,1,Female,638
BOR100473,Manufacturing,Nairobi,2025-01-06,31,56100.0,12,Female,636
BOR100474,Services,Kisumu,2021-01-27,56,91800.0,15,Male,776
BOR100475,Transport & Logistics,Kisumu,2017-11-01,92,41800.0,2,Male,540
BOR100476,Construction,Nairobi,2015-12-08,19,57200.0,11,Male,681
BOR100477,Retail & Trade,Nairobi,2019-03-18,109,87100.0,15,Female,705
BOR100478,Services,Kisumu,2022-11-03,34,132200.0,15,Female,663
BOR100479,Retail & Trade,Rural - Other,2023-05-04,130,91400.0,3,Male,514
BOR100480,Agriculture,Nakuru,2017-08-07,107,176600.0,7,Female,727
BOR100481,Transport & Logistics,Kisumu,2016-11-07,41,68400.0,6,Female,711
BOR100482,Agriculture,Nairobi,2023-03-08,82,58000.0,16,Male,654
BOR100483,Transport & Logistics,Nairobi,2016-11-08,18,485400.0,8,Female,618
BOR100484,Manufacturing,Mombasa,2015-10-01,17,96400.0,14,Male,620
BOR100485,Agriculture,Rural - Other,2020-09-03,138,44200.0,18,Female,593
BOR100486,Manufacturing,Rural - Other,2021-08-29,116,45000.0,20,Male,658
BOR100487,Services,Rural - Other,2017-11-04,24,37800.0,5,Male,603
BOR100488,Transport & Logistics,Rural - Other,2017-06-19,43,140900.0,22,Male,524
BOR100489,Services,Rural - Other,2017-10-01,31,56700.0,4,Male,506
BOR100490,Construction,Rural - Other,2018-12-31,59,79900.0,1,Female,532
BOR100491,Construction,Nairobi,2015-02-09,44,70000.0,2,Male,620
BOR100492,Transport & Logistics,Nairobi,2015-02-20,49,122000.0,5,Male,598
BOR100493,Services,Mombasa,2019-04-28,78,40400.0,21,Male,619
BOR100494,Agriculture,Nakuru,2015-03-26,29,34400.0,5,Male,645
BOR100495,Manufacturing,Nairobi,2018-09-18,128,85600.0,17,Male,544
BOR100496,Retail & Trade,Rural - Other,2021-10-11,106,111400.0,11,Male,732
BOR100497,Manufacturing,Nakuru,2015-05-13,110,92300.0,1,Male,576
BOR100498,Construction,Nakuru,2022-03-17,27,41500.0,11,Female,561
BOR100499,Manufacturing,Nairobi,2022-04-01,103,117500.0,1,Female,643
BOR100500,Retail & Trade,Nairobi,2021-09-08,121,43400.0,12,Male,435
BOR100501,Services,Nairobi,2022-04-24,27,50800.0,14,Female,529
BOR100502,Construction,Rural - Other,2024-06-10,109,37800.0,13,Male,688
BOR100503,Construction,Nakuru,2015-10-29,53,181800.0,7,Male,444
BOR100504,Agriculture,Eldoret,2016-12-20,114,113900.0,19,Female,701
BOR100505,Manufacturing,Mombasa,2018-09-12,70,111700.0,15,Male,736
BOR100506,Services,Mombasa,2023-01-11,116,175100.0,7,Male,567
BOR100507,Agriculture,Mombasa,2025-03-08,23,523800.0,11,Male,626
BOR100508,Agriculture,Rural - Other,2025-09-19,58,22100.0,3,Female,701
BOR100509,Agriculture,Rural - Other,2021-10-16,41,43600.0,23,Male,558
BOR100510,Construction,Nairobi,2019-10-14,38,47500.0,19,Female,678
BOR100511,Transport & Logistics,Rural - Other,2019-10-22,46,40300.0,7,Male,540
BOR100512,Construction,Nairobi,2015-09-12,57,34400.0,17,Female,557
BOR100513,Transport & Logistics,Rural - Other,2020-06-04,21,59300.0,17,Male,528
BOR100514,Construction,Nairobi,2020-12-25,103,31200.0,15,Male,631
BOR100515,Retail & Trade,Nairobi,2017-06-06,81,92500.0,2,Male,704
BOR100516,Construction,Rural - Other,2023-12-17,120,75800.0,22,Female,583
BOR100517,Retail & Trade,Nairobi,2024-06-21,103,102400.0,23,Male,486
BOR100518,Manufacturing,Mombasa,2018-07-10,24,104300.0,24,Male,503
BOR100519,Services,Kisumu,2025-08-30,12,111500.0,24,Female,636
BOR100520,Manufacturing,Nairobi,2016-04-01,63,56300.0,23,Male,766
BOR100521,Retail & Trade,Eldoret,2025-08-16,71,322800.0,18,Male,635
BOR100522,Agriculture,Rural - Other,2023-12-17,37,86200.0,2,Male,565
BOR100523,Transport & Logistics,Rural - Other,2017-08-12,114,19900.0,12,Male,669
BOR100524,Agriculture,Mombasa,2022-08-02,85,36300.0,6,Male,578
BOR100525,Agriculture,Kisumu,2018-08-17,109,21600.0,6,Male,566
BOR100526,Construction,Nairobi,2024-04-30,18,74000.0,20,Male,514
BOR100527,Retail & Trade,Nairobi,2016-11-15,118,67200.0,20,Female,727
BOR100528,Construction,Nairobi,2017-11-09,32,52700.0,13,Male,371
BOR100529,Construction,Rural - Other,2018-08-01,66,298800.0,18,Male,672
BOR100530,Services,Rural - Other,2017-04-30,65,107400.0,4,Male,558
BOR100531,Retail & Trade,Rural - Other,2018-11-19,119,121600.0,6,Male,563
BOR100532,Retail & Trade,Kisumu,2022-01-11,42,38100.0,21,Female,752
BOR100533,Agriculture,Kisumu,2022-05-21,37,36300.0,11,Female,536
BOR100534,Services,Kisumu,2021-06-18,51,75000.0,14,Female,539
BOR100535,Retail & Trade,Kisumu,2017-03-19,54,82500.0,12,Female,588
BOR100536,Manufacturing,Kisumu,2017-05-12,28,19900.0,5,Female,637
BOR100537,Retail & Trade,Nairobi,2025-09-22,28,64500.0,20,Female,560
BOR100538,Services,Nairobi,2017-12-06,35,73900.0,19,Male,458
BOR100539,Retail & Trade,Rural - Other,2016-03-15,69,62900.0,17,Female,522
BOR100540,Transport & Logistics,Kisumu,2020-04-18,51,41400.0,9,Female,715
BOR100541,Retail & Trade,Rural - Other,2015-01-30,58,50100.0,16,Female,607
BOR100542,Agriculture,Nairobi,2018-12-31,105,64600.0,23,Female,641
BOR100543,Agriculture,Nakuru,2024-12-21,37,77900.0,16,Female,576
BOR100544,Transport & Logistics,Nairobi,2018-02-13,132,111700.0,12,Male,541
BOR100545,Retail & Trade,Nairobi,2023-03-18,109,155800.0,7,Male,751
BOR100546,Manufacturing,Nairobi,2020-09-18,27,59500.0,13,Female,583
BOR100547,Services,Nairobi,2019-02-23,47,53100.0,9,Male,560
BOR100548,Services,Rural - Other,2022-09-19,29,99300.0,15,Female,699
BOR100549,Transport & Logistics,Mombasa,2021-12-12,41,112100.0,2,Female,535
BOR100550,Transport & Logistics,Nakuru,2018-09-17,54,54000.0,5,Male,546
BOR100551,Manufacturing,Kisumu,2017-08-10,21,127200.0,19,Male,601
BOR100552,Transport & Logistics,Mombasa,2025-09-11,5,145200.0,10,Male,600
BOR100553,Agriculture,Kisumu,2016-12-18,65,180600.0,11,Female,623
BOR100554,Construction,Nairobi,2026-03-12,102,253900.0,14,Female,788
BOR100555,Services,Rural - Other,2020-06-30,46,39900.0,11,Female,630
BOR100556,Transport & Logistics,Rural - Other,2026-08-18,125,73800.0,19,Female,386
BOR100557,Construction,Eldoret,2019-02-13,55,73700.0,6,Male,629
BOR100558,Transport & Logistics,Kisumu,2021-08-06,130,68300.0,19,Female,603
BOR100559,Construction,Nairobi,2022-03-06,36,46400.0,6,Male,604
BOR100560,Services,Rural - Other,2018-12-14,79,25900.0,9,Male,622
BOR100561,Retail & Trade,Mombasa,2017-07-18,111,78000.0,15,Male,597
BOR100562,Manufacturing,Nairobi,2021-01-26,11,42700.0,22,Female,595
BOR100563,Agriculture,Mombasa,2022-09-25,135,77700.0,6,Female,655
BOR100564,Construction,Rural - Other,2018-01-18,54,41900.0,15,Female,551
BOR100565,Agriculture,Nakuru,2023-12-12,73,33900.0,2,Male,515
BOR100566,Agriculture,Eldoret,2022-06-15,92,86200.0,2,Female,850
BOR100567,Agriculture,Rural - Other,2016-12-11,94,81300.0,19,Male,536
BOR100568,Services,Nairobi,2025-12-13,6,109700.0,18,Male,609
BOR100569,Services,Rural - Other,2015-07-06,126,337800.0,10,Female,465
BOR100570,Construction,Kisumu,2022-08-17,91,88800.0,15,Male,610
BOR100571,Manufacturing,Nakuru,2020-02-17,144,102700.0,10,Female,516
BOR100572,Agriculture,Nairobi,2022-08-17,69,34400.0,7,Male,560
BOR100573,Retail & Trade,Rural - Other,2024-01-12,90,29700.0,11,Female,694
BOR100574,Retail & Trade,Mombasa,2023-01-07,65,221500.0,8,Male,642
BOR100575,Manufacturing,Nairobi,2022-08-04,129,38300.0,20,Male,651
BOR100576,Construction,Kisumu,2024-10-23,121,35200.0,10,Male,441
BOR100577,Services,Nairobi,2023-03-10,132,71200.0,8,Female,765
BOR100578,Construction,Nairobi,2024-06-29,74,68700.0,13,Male,493
BOR100579,Retail & Trade,Nakuru,2019-09-13,115,38900.0,19,Female,738
BOR100580,Retail & Trade,Mombasa,2017-05-14,53,59100.0,7,Male,692
BOR100581,Construction,Rural - Other,2017-09-28,68,172900.0,23,Female,652
BOR100582,Retail & Trade,Mombasa,2022-02-21,110,41600.0,12,Female,523
BOR100583,Retail & Trade,Eldoret,2021-03-15,14,27600.0,16,Female,614
BOR100584,Manufacturing,Kisumu,2015-11-25,103,141500.0,23,Female,558
BOR100585,Construction,Nakuru,2017-05-20,5,103200.0,11,Female,603
BOR100586,Transport & Logistics,Nakuru,2026-04-15,85,47400.0,5,Male,578
BOR100587,Retail & Trade,Kisumu,2023-06-22,70,24200.0,18,Female,417
BOR100588,Construction,Rural - Other,2023-10-22,69,43400.0,1,Male,701
BOR100589,Construction,Mombasa,2017-04-19,73,70400.0,11,Female,593
BOR100590,Transport & Logistics,Nairobi,2015-10-01,72,165400.0,24,Male,556
BOR100591,Construction,Eldoret,2018-05-26,60,35400.0,10,Male,550
BOR100592,Agriculture,Rural - Other,2024-12-30,67,68900.0,17,Female,632
BOR100593,Construction,Nairobi,2020-11-28,83,117300.0,13,Male,520
BOR100594,Agriculture,Kisumu,2024-02-26,111,15000.0,6,Male,397
BOR100595,Transport & Logistics,Rural - Other,2020-09-04,81,150800.0,8,Male,637
BOR100596,Services,Eldoret,2020-09-19,94,32000.0,13,Female,647
BOR100597,Transport & Logistics,Rural - Other,2022-01-04,121,92300.0,3,Female,582
BOR100598,Services,Kisumu,2026-03-09,143,86900.0,10,Male,497
BOR100599,Services,Nakuru,2020-02-07,18,156200.0,10,Female,608
BOR100600,Services,Mombasa,2021-12-13,104,107500.0,21,Male,468
BOR100601,Transport & Logistics,Rural - Other,2025-09-22,34,15000.0,3,Female,508
BOR100602,Transport & Logistics,Mombasa,2019-05-06,30,42200.0,21,Male,532
BOR100603,Retail & Trade,Eldoret,2024-10-18,115,80600.0,10,Female,676
BOR100604,Transport & Logistics,Mombasa,2021-03-29,12,63800.0,16,Female,567
BOR100605,Services,Nakuru,2025-04-03,123,102200.0,14,Male,560
BOR100606,Agriculture,Eldoret,2020-06-16,112,127100.0,8,Male,776
BOR100607,Services,Kisumu,2022-05-06,144,112000.0,23,Male,632
BOR100608,Construction,Rural - Other,2018-10-09,97,62900.0,6,Male,631
BOR100609,Construction,Mombasa,2022-05-29,126,20100.0,1,Female,567
BOR100610,Construction,Nakuru,2018-10-22,19,53200.0,19,Female,546
BOR100611,Manufacturing,Mombasa,2022-02-08,129,97900.0,15,Female,403
BOR100612,Transport & Logistics,Mombasa,2024-03-14,25,34100.0,22,Female,687
BOR100613,Manufacturing,Kisumu,2020-01-28,47,113800.0,11,Female,640
BOR100614,Transport & Logistics,Nairobi,2020-01-03,21,138100.0,1,Male,584
BOR100615,Services,Nairobi,2018-10-04,60,79900.0,1,Female,588
BOR100616,Agriculture,Eldoret,2023-07-10,109,15000.0,11,Female,666
BOR100617,Agriculture,Nakuru,2021-11-27,41,29900.0,6,Female,460
BOR100618,Retail & Trade,Eldoret,2021-01-09,119,273800.0,23,Female,547
BOR100619,Retail & Trade,Nairobi,2015-04-19,89,49900.0,3,Female,498
BOR100620,Manufacturing,Mombasa,2016-04-14,92,18200.0,22,Male,759
BOR100621,Manufacturing,Nairobi,2015-02-01,136,173600.0,6,Female,679
BOR100622,Retail & Trade,Rural - Other,2024-12-01,64,73800.0,3,Male,402
BOR100623,Manufacturing,Rural - Other,2024-12-07,51,158500.0,7,Male,464
BOR100624,Services,Nairobi,2015-10-17,144,88800.0,4,Male,588
BOR100625,Agriculture,Eldoret,2015-07-17,82,100800.0,10,Male,557
BOR100626,Manufacturing,Nairobi,2024-02-12,90,94300.0,8,Female,481
BOR100627,Manufacturing,Nairobi,2021-02-14,45,119200.0,13,Female,775
BOR100628,Services,Nairobi,2018-08-09,33,360100.0,13,Female,628
BOR100629,Manufacturing,Mombasa,2022-03-05,27,144300.0,1,Male,643
BOR100630,Transport & Logistics,Eldoret,2017-10-04,34,24200.0,3,Male,538
BOR100631,Agriculture,Rural - Other,2017-04-24,30,100000.0,4,Female,665
BOR100632,Manufacturing,Nairobi,2019-04-15,109,162600.0,5,Female,566
BOR100633,Manufacturing,Nakuru,2025-06-13,11,169700.0,3,Male,574
BOR100634,Agriculture,Eldoret,2023-12-13,92,54300.0,8,Male,655
BOR100635,Transport & Logistics,Rural - Other,2017-03-20,137,165300.0,14,Male,453
BOR100636,Agriculture,Nakuru,2021-07-21,111,140000.0,8,Male,744
BOR100637,Agriculture,Nairobi,2025-04-26,60,442800.0,8,Male,616
BOR100638,Transport & Logistics,Nakuru,2026-02-06,11,43300.0,12,Male,715
BOR100639,Construction,Mombasa,2023-11-26,121,51300.0,14,Female,503
BOR100640,Transport & Logistics,Rural - Other,2016-07-03,3,59000.0,8,Female,517
BOR100641,Construction,Mombasa,2017-10-22,99,51900.0,6,Male,495
BOR100642,Construction,Eldoret,2017-07-20,98,39200.0,10,Male,623
BOR100643,Manufacturing,Nairobi,2016-10-04,30,15000.0,1,Female,606
BOR100644,Transport & Logistics,Mombasa,2017-01-17,108,53900.0,12,Male,558
BOR100645,Agriculture,Rural - Other,2018-09-09,27,94700.0,23,Female,509
BOR100646,Manufacturing,Nakuru,2021-06-25,35,51800.0,10,Male,486
BOR100647,Services,Kisumu,2019-08-23,118,283400.0,3,Female,596
BOR100648,Construction,Rural - Other,2019-11-29,142,73800.0,17,Male,558
BOR100649,Construction,Rural - Other,2017-11-13,40,180500.0,4,Male,538
BOR100650,Manufacturing,Mombasa,2016-10-05,133,87800.0,5,Female,739
BOR100651,Services,Nakuru,2026-08-27,132,130400.0,4,Female,593
BOR100652,Agriculture,Kisumu,2021-12-27,112,88900.0,22,Male,714
BOR100653,Transport & Logistics,Nakuru,2017-09-05,22,190600.0,24,Female,552
BOR100654,Services,Mombasa,2024-06-13,45,76100.0,14,Female,622
BOR100655,Services,Nairobi,2024-09-09,99,103500.0,15,Male,595
BOR100656,Transport & Logistics,Rural - Other,2026-04-12,144,94500.0,16,Female,447
BOR100657,Services,Rural - Other,2016-11-09,118,59800.0,15,Female,729
BOR100658,Retail & Trade,Rural - Other,2022-06-19,62,97100.0,14,Female,588
BOR100659,Agriculture,Rural - Other,2026-06-08,36,349400.0,24,Male,667
BOR100660,Agriculture,Eldoret,2024-05-30,139,60500.0,18,Female,532
BOR100661,Transport & Logistics,Rural - Other,2017-08-18,42,98100.0,3,Female,585
BOR100662,Retail & Trade,Rural - Other,2025-06-02,51,176400.0,10,Female,522
BOR100663,Agriculture,Kisumu,2019-12-02,139,162500.0,24,Female,711
BOR100664,Services,Kisumu,2020-09-14,82,73700.0,10,Female,628
BOR100665,Transport & Logistics,Nairobi,2021-07-08,40,15000.0,5,Female,633
BOR100666,Services,Nakuru,2023-12-31,3,105000.0,21,Female,722
BOR100667,Construction,Mombasa,2016-05-27,64,15500.0,15,Female,704
BOR100668,Construction,Nairobi,2021-04-16,143,204600.0,14,Male,669
BOR100669,Retail & Trade,Nakuru,2024-07-12,64,82300.0,11,Female,472
BOR100670,Construction,Mombasa,2021-05-26,102,147200.0,3,Female,537
BOR100671,Services,Nairobi,2018-03-16,38,38900.0,10,Male,510
BOR100672,Services,Rural - Other,2015-08-28,113,24700.0,11,Male,665
BOR100673,Retail & Trade,Rural - Other,2021-05-29,113,87800.0,23,Male,615
BOR100674,Services,Nairobi,2023-03-16,89,71400.0,8,Female,475
BOR100675,Transport & Logistics,Nairobi,2021-05-30,112,51800.0,4,Female,583
BOR100676,Services,Mombasa,2026-06-05,85,77600.0,11,Female,466
BOR100677,Retail & Trade,Rural - Other,2022-01-11,56,507500.0,24,Female,595
BOR100678,Services,Rural - Other,2020-12-05,107,131200.0,12,Female,451
BOR100679,Construction,Nairobi,2015-08-25,121,152500.0,10,Male,648
BOR100680,Transport & Logistics,Rural - Other,2021-07-08,122,132000.0,17,Female,634
BOR100681,Retail & Trade,Nairobi,2016-12-19,33,206000.0,16,Male,772
BOR100682,Construction,Mombasa,2023-06-16,99,64000.0,8,Female,676
BOR100683,Construction,Rural - Other,2016-11-17,3,17400.0,24,Female,562
BOR100684,Agriculture,Nairobi,2025-07-30,84,64100.0,15,Male,674
BOR100685,Transport & Logistics,Nairobi,2018-07-11,84,129100.0,2,Male,474
BOR100686,Manufacturing,Kisumu,2020-01-24,54,37100.0,10,Female,513
BOR100687,Services,Nakuru,2016-09-09,144,64600.0,23,Male,630
BOR100688,Manufacturing,Rural - Other,2017-06-16,128,45100.0,10,Female,406
BOR100689,Transport & Logistics,Rural - Other,2025-10-03,8,209300.0,14,Female,597
BOR100690,Construction,Nairobi,2018-04-23,32,123600.0,15,Male,508
BOR100691,Transport & Logistics,Nairobi,2020-12-25,32,115400.0,17,Female,609
BOR100692,Construction,Rural - Other,2026-06-13,130,113000.0,21,Female,503
BOR100693,Construction,Nairobi,2022-04-11,76,71200.0,4,Female,638
BOR100694,Retail & Trade,Rural - Other,2015-06-27,106,84000.0,13,Female,602
BOR100695,Agriculture,Eldoret,2019-03-04,118,31900.0,13,Female,726
BOR100696,Transport & Logistics,Nairobi,2019-07-07,112,15800.0,4,Female,601
BOR100697,Services,Rural - Other,2018-03-23,15,81200.0,17,Male,531
BOR100698,Retail & Trade,Nairobi,2017-10-24,22,91700.0,3,Male,578
BOR100699,Retail & Trade,Kisumu,2020-11-14,59,170500.0,11,Female,479
BOR100700,Services,Nakuru,2019-05-26,51,219700.0,8,Female,637
BOR100701,Services,Kisumu,2018-06-08,109,219500.0,4,Male,653
BOR100702,Agriculture,Eldoret,2019-10-26,25,36400.0,20,Female,822
BOR100703,Agriculture,Nakuru,2019-01-04,55,57100.0,6,Male,544
